ID	MumID	Sex	LambAgeAugust	BirthYearF	RunDate	Plate	Age	AgeF	CapYearF	CapYear	LambAdult	IgAmp	IgEmp	IgGmp
2626	2192	F	117	1991	42382	38	0	0	1991	1991	Lambs	0.445440891	0.214020651	0.281282773
2626	2192	F	481	1991	42300	9	1	1	1992	1992	Adults	1.329429094	1.53737106	0.874868926
2626	2192	F	848	1991	42418	68	2	2	1993	1993	Adults	0.952389328	1.352002539	0.704740295
2626	2192	F	1213	1991	42671	51	3	3	1994	1994	Adults	1.356900599	0.956708689	0.470639075
2626	2192	F	1584	1991	42314	16	4	4	1995	1995	Adults	1.158629938	0.743112685	0.486305058
2626	2192	F	1941	1991	42304	7	5	5	1996	1996	Adults	1.165101169	1.007274655	0.353426584
2626	2192	F	2672	1991	42347	30	7	7	1998	1998	Adults	1.166034757	0.839218505	0.519233533
2627	982	F	125	1991	42382	38	0	0	1991	1991	Lambs	0.449547877	0.132103083	0.115136052
2627	982	F	488	1991	42300	9	1	1	1992	1992	Adults	1.072405566	0.820521343	0.826542931
2627	982	F	853	1991	42418	68	2	2	1993	1993	Adults	1.36768437	0.619786211	0.799795038
2627	982	F	1224	1991	42671	51	3	3	1994	1994	Adults	1.323759277	0.543262398	0.835078306
2627	982	F	1586	1991	42314	16	4	4	1995	1995	Adults	1.376266587	0.414395069	0.780992725
2627	982	F	1951	1991	42304	7	5	5	1996	1996	Adults	1.525265039	0.523437757	0.522609363
2627	982	F	2313	1991	42398	54	6	6	1997	1997	Adults	1.393547862	0.479230129	0.797225531
2627	982	F	2678	1991	42347	30	7	7	1998	1998	Adults	1.263313918	0.280856595	0.38051452
2651	2241	M	NA	1992	42300	8	0	0	1992	1992	Lambs	0.103535327	0.031376444	0.064291914
2652	1860	F	NA	1992	42300	8	0	0	1992	1992	Lambs	0.120959736	0.056015611	0.031761564
2652	1860	F	NA	1992	42419	70	1	1	1993	1993	Adults	1.886800111	1.137344867	0.75323017
2652	1860	F	NA	1992	42671	51	2	2	1994	1994	Adults	1.943853618	0.938317888	0.846004846
2652	1860	F	NA	1992	42305	6	4	4	1996	1996	Adults	1.746501383	0.882106891	0.692440188
2652	1860	F	NA	1992	42398	54	5	5	1997	1997	Adults	1.823852392	0.677691748	0.814299349
2652	1860	F	NA	1992	42347	30	6	6	1998	1998	Adults	1.812726794	0.923836649	0.774291662
2652	1860	F	NA	1992	42403	55	7	7	1999	1999	Adults	1.84731802	0.784874392	0.492659275
2652	1860	F	NA	1992	42346	28	9	9	2001	2001	Adults	1.901583877	0.775939886	0.736882011
2652	1860	F	NA	1992	42321	22	10	10	2002	2002	Adults	2.487783927	0.43232751	0.566869186
2652	1860	F	NA	1992	42424	73	11	11	2003	2003	Adults	1.720827839	0.338542948	0.563644804
2655	1630	M	NA	1992	42300	8	0	0	1992	1992	Lambs	0.016634126	0	0.095109867
2655	1630	M	NA	1992	42419	70	1	1	1993	1993	Adults	1.913293294	0.407655185	0.347363332
2655	1630	M	NA	1992	42671	51	2	2	1994	1994	Adults	1.880649971	0.659889886	0.230820171
2656	1302	F	496	1992	42424	71	1	1	1993	1993	Adults	0.4424267	0.532904396	0.403143392
2656	1302	F	867	1992	42671	52	2	2	1994	1994	Adults	0.5443109	0.55962251	0.657839342
2656	1302	F	1229	1992	42313	15	3	3	1995	1995	Adults	0.738070239	0.671015765	0.417812001
2656	1302	F	1594	1992	42305	6	4	4	1996	1996	Adults	0.790359719	1.009579448	0.4519317
2656	1302	F	1956	1992	42398	54	5	5	1997	1997	Adults	0.815202651	1.103660265	0.594210477
2656	1302	F	2321	1992	42347	30	6	6	1998	1998	Adults	0.650184137	1.128285937	0.593025193
2657	2316	M	128	1992	42304	7	0	0	1992	1992	Lambs	0.204998362	0.07005185	0.169552639
2660	2412	M	129	1992	42304	7	0	0	1992	1992	Lambs	0.56857165	0.127875526	0.21227077
2660	2412	M	495	1992	42424	71	1	1	1993	1993	Adults	1.517056521	0.973328683	0.649708902
2660	2412	M	863	1992	42671	52	2	2	1994	1994	Adults	1.60912948	0.863928826	0.65894018
2661	2249	M	125	1992	42304	7	0	0	1992	1992	Lambs	1.372176455	0.129516745	0.508811195
2661	2249	M	490	1992	42424	71	1	1	1993	1993	Adults	1.660442727	0.292979285	0.912826663
2661	2249	M	861	1992	42671	52	2	2	1994	1994	Adults	1.682510999	0.288137696	0.645585967
2661	2249	M	1223	1992	42313	15	3	3	1995	1995	Adults	1.837297461	0.063994017	0.529105469
2661	2249	M	1591	1992	42305	6	4	4	1996	1996	Adults	1.414753024	0.203240153	0.471231062
2661	2249	M	1950	1992	42398	54	5	5	1997	1997	Adults	1.573092541	0.128223847	0.635716209
2662	2392	F	125	1992	42304	7	0	0	1992	1992	Lambs	0.280044591	0.081333955	0.126222542
2662	2392	F	493	1992	42424	71	1	1	1993	1993	Adults	0.550394834	0.405181429	0.406468163
2662	2392	F	1226	1992	42313	15	3	3	1995	1995	Adults	0.687786636	0.724550944	0.636727546
2662	2392	F	1589	1992	42305	6	4	4	1996	1996	Adults	0.423224955	0.822829995	0.520440488
2662	2392	F	1954	1992	42398	54	5	5	1997	1997	Adults	0.737303298	0.66794642	0.623323208
2662	2392	F	3410	1992	42346	28	9	9	2001	2001	Adults	0.377072522	0.677533203	0.627519069
2663	2437	F	124	1992	42304	7	0	0	1992	1992	Lambs	0.272262369	0.000654507	0.151230373
2663	2437	F	493	1992	42424	71	1	1	1993	1993	Adults	2.102093419	0.48083615	0.37672192
2665	2218	F	1588	1992	42305	6	4	4	1996	1996	Adults	0.545498043	0.433273055	0.218637194
2666	106	F	1586	1992	42305	6	4	4	1996	1996	Adults	2.371767093	0.867189798	0.404407021
2666	106	F	1948	1992	42398	54	5	5	1997	1997	Adults	2.154166807	0.630811728	0.465889848
2667	106	F	1587	1992	42305	6	4	4	1996	1996	Adults	0.936694006	1.02093992	0.300210294
2667	106	F	1954	1992	42398	54	5	5	1997	1997	Adults	1.272472401	0.801698661	0.283672882
2667	106	F	2318	1992	42347	30	6	6	1998	1998	Adults	1.291006767	0.873050012	0.438150909
2668	2333	M	123	1992	42304	7	0	0	1992	1992	Lambs	0.323379226	0	0.172466009
2669	1817	M	122	1992	42304	7	0	0	1992	1992	Lambs	1.625011501	0.018195305	0.305362774
2669	1817	M	492	1992	42424	71	1	1	1993	1993	Adults	2.42906726	1.372444746	0.42601493
2669	1817	M	859	1992	42671	52	2	2	1994	1994	Adults	1.968928322	1.556414375	0.65059296
2669	1817	M	1948	1992	42398	54	5	5	1997	1997	Adults	1.914683831	1.658263324	0.645321024
2671	1956	M	120	1992	42304	7	0	0	1992	1992	Lambs	0.962631411	0.013133781	0.295557143
2672	654	F	121	1992	42304	7	0	0	1992	1992	Lambs	1.663595996	0.03173412	0.159069437
2672	654	F	486	1992	42424	71	1	1	1993	1993	Adults	2.469854939	0.447720318	0.633885361
2672	654	F	857	1992	42671	52	2	2	1994	1994	Adults	2.135357349	0.611865101	0.731255985
2672	654	F	1219	1992	42313	15	3	3	1995	1995	Adults	2.052347697	0.725291515	0.488621739
2672	654	F	1584	1992	42305	6	4	4	1996	1996	Adults	2.092181379	1.096239495	0.532539115
2672	654	F	1946	1992	42398	54	5	5	1997	1997	Adults	1.866858983	1.023471163	0.639349735
2672	654	F	2311	1992	42347	30	6	6	1998	1998	Adults	2.097203429	0.997093256	0.875105458
2673	1833	M	118	1992	42304	7	0	0	1992	1992	Lambs	0.051512968	0.00798499	0.068396096
2674	1319	M	481	1992	42424	71	1	1	1993	1993	Adults	0.969586536	1.008747029	0.514033252
2675	1174	F	118	1992	42304	7	0	0	1992	1992	Lambs	2.316817308	0.048770552	0.442807634
2675	1174	F	489	1992	42424	71	1	1	1993	1993	Adults	1.89603248	0.432934027	0.466484411
2676	2331	M	119	1992	42304	7	0	0	1992	1992	Lambs	0.259821792	0.158047928	0.16964706
2676	2331	M	488	1992	42424	71	1	1	1993	1993	Adults	1.127435959	0.22852507	0.330429841
2678	2236	F	122	1992	42304	7	0	0	1992	1992	Lambs	0.775749974	0.034252553	0.109467553
2678	2236	F	485	1992	42424	71	1	1	1993	1993	Adults	1.321543807	0.589025069	0.513549055
2678	2236	F	1223	1992	42314	16	3	3	1995	1995	Adults	0.736471211	0.604467572	0.586381013
2678	2236	F	1584	1992	42305	6	4	4	1996	1996	Adults	1.136725326	0.833452195	0.27995087
2678	2236	F	1949	1992	42398	54	5	5	1997	1997	Adults	1.56170885	0.674412776	0.325563849
2678	2236	F	2315	1992	42347	30	6	6	1998	1998	Adults	1.499610484	0.753935735	0.32009703
2679	1336	M	117	1992	42304	7	0	0	1992	1992	Lambs	0.330576639	0.051031639	0.201543166
2679	1336	M	487	1992	42424	71	1	1	1993	1993	Adults	0.464683387	0.555054062	0.320446037
2679	1336	M	854	1992	42671	52	2	2	1994	1994	Adults	0.803359384	0.474994561	0.282812874
2679	1336	M	1582	1992	42305	6	4	4	1996	1996	Adults	0.464915411	0.569746473	0.196159098
2679	1336	M	1943	1992	42398	54	5	5	1997	1997	Adults	0.826717297	0.622114711	0.321395846
2682	1150	F	1580	1992	42305	6	4	4	1996	1996	Adults	1.476947628	1.12068768	0.5403099
2682	1150	F	3037	1992	42410	62	8	8	2000	2000	Adults	2.101996988	1.274541502	0.687493113
2682	1150	F	3775	1992	42321	22	10	10	2002	2002	Adults	1.935774996	0.695389579	0.389982727
2684	2215	F	117	1992	42304	7	0	0	1992	1992	Lambs	1.024950686	0.05449379	0.48265339
2686	2147	F	117	1992	42304	7	0	0	1992	1992	Lambs	0.237202917	0.128445435	0.244553447
2686	2147	F	482	1992	42424	71	1	1	1993	1993	Adults	1.346411555	1.080386306	0.940451247
2686	2147	F	857	1992	42671	52	2	2	1994	1994	Adults	1.143946266	0.754764994	1.138403413
2686	2147	F	1215	1992	42313	15	3	3	1995	1995	Adults	1.473691545	0.927531484	0.882560442
2686	2147	F	1580	1992	42305	6	4	4	1996	1996	Adults	1.34991674	1.109724531	1.194887011
2687	1333	F	117	1992	42300	8	0	0	1992	1992	Lambs	0.300335414	0.094235799	0.120216302
2687	1333	F	1580	1992	42305	6	4	4	1996	1996	Adults	0.997023649	0.34363138	0.306149737
2688	1628	M	116	1992	42300	8	0	0	1992	1992	Lambs	0.288869589	0.003420878	0.136526678
2689	982	F	116	1992	42300	8	0	0	1992	1992	Lambs	0.406527262	0.027128927	0.309509079
2690	2426	M	117	1992	42300	8	0	0	1992	1992	Lambs	1.255164236	0.053744769	0.3723449
2690	2426	M	486	1992	42424	71	1	1	1993	1993	Adults	1.810790602	0.47875346	0.263067159
2690	2426	M	856	1992	42671	52	2	2	1994	1994	Adults	1.949904196	0.473577677	0.497579077
2692	1157	F	117	1992	42300	8	0	0	1992	1992	Lambs	0.600128661	0.092087996	0.156056361
2692	1157	F	482	1992	42424	71	1	1	1993	1993	Adults	1.261200043	1.320597888	0.506298099
2692	1157	F	853	1992	42671	52	2	2	1994	1994	Adults	1.50884667	0.950665297	0.5715281
2692	1157	F	1215	1992	42313	15	3	3	1995	1995	Adults	1.138887168	0.835867876	0.414739551
2692	1157	F	1580	1992	42305	6	4	4	1996	1996	Adults	0.897398745	1.022126101	0.505918284
2692	1157	F	2307	1992	42347	30	6	6	1998	1998	Adults	1.100749862	0.845799686	0.541975189
2693	2416	F	115	1992	42300	8	0	0	1992	1992	Lambs	1.358839652	0.228029948	0.264355175
2695	2427	F	849	1992	42671	52	2	2	1994	1994	Adults	1.324429026	0.762816743	0.858000513
2695	2427	F	1946	1992	42398	54	5	5	1997	1997	Adults	1.609602151	0.652319269	0.967572892
2695	2427	F	2308	1992	42347	30	6	6	1998	1998	Adults	1.85467862	0.540614801	2.011754817
2695	2427	F	3399	1992	42346	28	9	9	2001	2001	Adults	1.936561241	0.319104834	0.836619634
2695	2427	F	4505	1992	42418	67	12	12	2004	2004	Adults	2.302289861	0.233178045	0.719393719
2696	1960	F	483	1992	42424	71	1	1	1993	1993	Adults	1.191513661	0.399251992	0.432466013
2696	1960	F	1216	1992	42313	15	3	3	1995	1995	Adults	0.973163485	0.278365576	0.482061083
2696	1960	F	1579	1992	42305	6	4	4	1996	1996	Adults	0.722324106	0.342152998	0.416525319
2696	1960	F	1940	1992	42398	54	5	5	1997	1997	Adults	0.556744043	0.455739786	0.648542362
2697	1335	M	114	1992	42300	8	0	0	1992	1992	Lambs	0.021599059	0.017227653	0.050503283
2698	1959	F	115	1992	42300	8	0	0	1992	1992	Lambs	0.321624139	0.103812975	0.113442344
2698	1959	F	480	1992	42424	71	1	1	1993	1993	Adults	2.063389494	0.70193577	0.630742993
2699	1738	F	114	1992	42300	8	0	0	1992	1992	Lambs	0.404985101	0.009407832	0.179857214
2699	1738	F	484	1992	42424	71	1	1	1993	1993	Adults	2.107984188	0.646451093	0.539970208
2699	1738	F	849	1992	42671	52	2	2	1994	1994	Adults	1.821100407	0.818209166	0.6506997
2699	1738	F	1220	1992	42313	15	3	3	1995	1995	Adults	1.622065289	0.644359632	0.272013516
2700	1149	M	114	1992	42300	8	0	0	1992	1992	Lambs	0.548621827	0	0.218342547
2700	1149	M	479	1992	42424	71	1	1	1993	1993	Adults	1.415714042	0.374742683	0.889475332
2700	1149	M	853	1992	42671	52	2	2	1994	1994	Adults	1.472721572	0.629209502	1.019484649
2700	1149	M	1580	1992	42304	7	4	4	1996	1996	Adults	1.121199385	0.914835639	0.863979489
2700	1149	M	1939	1992	42398	54	5	5	1997	1997	Adults	1.090377984	0.880417397	0.859341775
2700	1149	M	2667	1992	42403	55	7	7	1999	1999	Adults	1.196269664	0.74207925	0.633092978
2700	1149	M	3031	1992	42410	62	8	8	2000	2000	Adults	1.208233139	0.946269702	0.708366823
2703	1741	M	483	1992	42424	71	1	1	1993	1993	Adults	1.097315235	0.65865976	0.548125172
2703	1741	M	853	1992	42671	51	2	2	1994	1994	Adults	1.237037483	0.760790707	0.626824345
2704	987	M	113	1992	42300	8	0	0	1992	1992	Lambs	0.73100389	0.027951717	0.415050231
2704	987	M	483	1992	42424	71	1	1	1993	1993	Adults	1.649332038	0.827067896	0.588456375
2705	1332	M	114	1992	42300	8	0	0	1992	1992	Lambs	0.57053002	0.061492986	0.437308224
2705	1332	M	483	1992	42424	71	1	1	1993	1993	Adults	1.746905883	0.704522546	0.514674807
2705	1332	M	853	1992	42671	51	2	2	1994	1994	Adults	1.858140768	1.291713483	0.733172055
2706	115	F	1940	1992	42398	54	5	5	1997	1997	Adults	1.570176413	0.513779303	0.620325185
2708	1181	F	NA	1992	42305	6	4	4	1996	1996	Adults	1.095313371	0.559743087	0.324742898
2709	1725	M	114	1992	42300	8	0	0	1992	1992	Lambs	0.100312471	0.037641232	0.123866838
2710	1954	M	113	1992	42300	8	0	0	1992	1992	Lambs	0.45330022	0.036547023	0.164396498
2712	1739	F	113	1992	42300	8	0	0	1992	1992	Lambs	0.661765483	0.004524388	0.117109872
2713	1364	F	113	1992	42300	8	0	0	1992	1992	Lambs	0.177382809	0.020679342	0.264323619
2713	1364	F	478	1992	42424	71	1	1	1993	1993	Adults	0.400054026	0.482133557	0.665025994
2713	1364	F	849	1992	42671	51	2	2	1994	1994	Adults	0.994529953	0.662577213	0.532465228
2713	1364	F	1211	1992	42313	15	3	3	1995	1995	Adults	1.126489817	0.521892142	0.409802693
2713	1364	F	1576	1992	42305	6	4	4	1996	1996	Adults	0.783029348	0.795259846	0.380336635
2713	1364	F	1938	1992	42398	54	5	5	1997	1997	Adults	0.992144126	0.716219803	0.471802439
2714	2403	F	1574	1992	42305	6	4	4	1996	1996	Adults	1.045360734	1.987107427	0.564135349
2714	2403	F	2673	1992	42403	55	7	7	1999	1999	Adults	1.087943142	1.49821816	0.338212869
2715	1328	M	111	1992	42300	8	0	0	1992	1992	Lambs	0.727594435	0.020635843	0.189024603
2716	1321	M	111	1992	42300	8	0	0	1992	1992	Lambs	0.278649821	0	0.190885742
2716	1321	M	480	1992	42424	71	1	1	1993	1993	Adults	1.23650134	0.311514234	0.328501426
2716	1321	M	851	1992	42671	51	2	2	1994	1994	Adults	0.768833615	0.384652659	0.298577828
2716	1321	M	1578	1992	42304	7	4	4	1996	1996	Adults	1.256605409	0.55415039	0.31155869
2716	1321	M	1937	1992	42398	54	5	5	1997	1997	Adults	1.148488778	0.692149469	0.364529567
2717	1963	M	115	1992	42300	8	0	0	1992	1992	Lambs	0.792395136	0.048411321	0.144231772
2717	1963	M	482	1992	42424	71	1	1	1993	1993	Adults	1.021822299	1.132349909	0.338475555
2718	2238	F	110	1992	42300	8	0	0	1992	1992	Lambs	0.033606351	0	0.075283203
2718	2238	F	480	1992	42424	71	1	1	1993	1993	Adults	1.38768163	0.203851676	0.43388627
2719	1629	F	111	1992	42300	8	0	0	1992	1992	Lambs	1.382454193	0.045469671	0.378926788
2721	2141	F	478	1992	42419	70	1	1	1993	1993	Adults	2.062593409	0.535167365	0.822020786
2721	2141	F	843	1992	42671	51	2	2	1994	1994	Adults	2.255222565	1.302148793	NA
2721	2141	F	1211	1992	42313	15	3	3	1995	1995	Adults	1.19363018	0.375578343	0.778205311
2722	2240	M	117	1992	42300	8	0	0	1992	1992	Lambs	0.271068748	0.064642266	0.159457624
2723	2148	F	111	1992	42300	8	0	0	1992	1992	Lambs	0.219261021	0.010644243	0.06520512
2723	2148	F	480	1992	42419	70	1	1	1993	1993	Adults	1.503706025	0.290413399	0.509589798
2723	2148	F	1215	1992	42314	16	3	3	1995	1995	Adults	1.612601781	0.626245507	0.529273633
2723	2148	F	1576	1992	42305	6	4	4	1996	1996	Adults	1.013805111	0.978968375	0.364195978
2723	2148	F	2305	1992	42347	30	6	6	1998	1998	Adults	0.811340369	0.798136565	0.494351428
2723	2148	F	2673	1992	42403	55	7	7	1999	1999	Adults	0.973686402	0.985833124	0.361090695
2724	2248	M	113	1992	42300	8	0	0	1992	1992	Lambs	0.978823599	0	0.105451508
2724	2248	M	483	1992	42419	70	1	1	1993	1993	Adults	1.825794633	0.784923904	0.649687768
2725	1323	M	103	1992	42300	8	0	0	1992	1992	Lambs	0.027180433	0	0.095716749
2726	1323	F	103	1992	42300	8	0	0	1992	1992	Lambs	0.237201737	0	0.151418086
2726	1323	F	843	1992	42671	51	2	2	1994	1994	Adults	2.309371891	0.268144636	0.436005652
2727	1662	M	NA	1992	42300	8	0	0	1992	1992	Lambs	0.050241112	0	0.053403597
2727	1662	M	NA	1992	42419	70	1	1	1993	1993	Adults	0.812781503	0.342810213	0.731519957
2728	1662	F	NA	1992	42419	70	1	1	1993	1993	Adults	1.44497537	0.258050236	0.649252325
2728	1662	F	NA	1992	42671	51	2	2	1994	1994	Adults	1.68152047	0.27977099	0.543407983
2728	1662	F	NA	1992	42313	15	3	3	1995	1995	Adults	1.952166839	0.745610488	0.758298308
2728	1662	F	NA	1992	42305	6	4	4	1996	1996	Adults	1.655893333	1.307033406	0.633525348
2728	1662	F	NA	1992	42398	54	5	5	1997	1997	Adults	1.608266936	0.751090242	0.794536174
2728	1662	F	NA	1992	42347	30	6	6	1998	1998	Adults	1.790327366	0.733690132	1.020151647
2728	1662	F	NA	1992	42403	55	7	7	1999	1999	Adults	1.692553655	0.684781615	0.596519452
2728	1662	F	NA	1992	42346	28	9	9	2001	2001	Adults	1.623029847	0.690355473	0.728004413
2729	2239	M	471	1992	42419	70	1	1	1993	1993	Adults	1.819343727	0.395069613	1.150368144
2729	2239	M	836	1992	42671	51	2	2	1994	1994	Adults	1.858467575	0.499693156	0.31498461
2730	2363	M	99	1992	42300	8	0	0	1992	1992	Lambs	0.58322063	0.001581696	0.238143661
2730	2363	M	464	1992	42419	70	1	1	1993	1993	Adults	1.172048689	0.423593568	0.827222531
2731	1950	F	96	1992	42300	8	0	0	1992	1992	Lambs	0.243684312	0.044699441	0.24418478
2731	1950	F	461	1992	42419	70	1	1	1993	1993	Adults	1.513281095	0.653982004	0.994391082
2731	1950	F	832	1992	42671	51	2	2	1994	1994	Adults	1.157486916	0.578208269	0.473484687
2731	1950	F	1194	1992	42313	15	3	3	1995	1995	Adults	1.521060452	0.89689673	0.599697769
2731	1950	F	1560	1992	42305	6	4	4	1996	1996	Adults	1.683300396	1.083096328	0.603698527
2731	1950	F	1927	1992	42398	54	5	5	1997	1997	Adults	1.49070469	0.949708604	0.618907532
2732	117	M	96	1992	42300	8	0	0	1992	1992	Lambs	0.164383278	0	0.09669336
2732	117	M	465	1992	42419	70	1	1	1993	1993	Adults	1.921245829	0.641648423	1.021469623
2732	117	M	831	1992	42671	51	2	2	1994	1994	Adults	1.660778344	0.657781413	0.960923212
2733	1951	M	99	1992	42300	8	0	0	1992	1992	Lambs	1.460771788	0.041217803	0.299957452
2734	103	F	95	1992	42300	8	0	0	1992	1992	Lambs	0.327427342	0.10916615	0.277871717
2735	2053	M	NA	1992	42300	8	0	0	1992	1992	Lambs	0.367152517	0.023903913	0.070716612
2735	2053	M	NA	1992	42419	70	1	1	1993	1993	Adults	1.897454063	0.55960117	0.382382769
2735	2053	M	NA	1992	42671	51	2	2	1994	1994	Adults	1.618496143	0.463287644	0.228504091
2736	2438	M	NA	1992	42300	8	0	0	1992	1992	Lambs	0.013359615	0	0.155884636
2736	2438	M	NA	1992	42671	51	2	2	1994	1994	Adults	1.83373257	0.43281936	0.382252602
2736	2438	M	NA	1992	42305	6	4	4	1996	1996	Adults	1.986397378	0.550377695	0.381854245
2737	2431	M	410	1992	42419	70	1	1	1993	1993	Adults	1.703103684	0.469543841	0.563637439
2738	112	F	787	1992	42671	51	2	2	1994	1994	Adults	2.018222617	0.811705851	0.853225338
2738	112	F	2244	1992	42347	30	6	6	1998	1998	Adults	2.032998264	0.765461331	0.799770004
2738	112	F	3331	1992	42346	28	9	9	2001	2001	Adults	1.855293453	1.010996597	0.92828455
2739	2145	M	113	1992	42300	8	0	0	1992	1992	Lambs	0.251091401	0	0.186768563
2739	2145	M	478	1992	42419	70	1	1	1993	1993	Adults	0.985722824	0.305826404	0.702164857
2739	2145	M	849	1992	42671	51	2	2	1994	1994	Adults	0.791090763	0.525139484	0.424083126
2739	2145	M	1211	1992	42313	15	3	3	1995	1995	Adults	1.195334037	0.393636104	0.387949581
2739	2145	M	1579	1992	42305	6	4	4	1996	1996	Adults	1.657825942	0.708116674	0.3938667
2740	1910	F	NA	1992	42300	8	0	0	1992	1992	Lambs	0.268961865	0.002390937	0.120330949
2740	1910	F	NA	1992	42671	51	2	2	1994	1994	Adults	2.201055997	0.543810543	0.796270292
2740	1910	F	NA	1992	42313	15	3	3	1995	1995	Adults	2.125691253	0.6792854	0.602030048
2740	1910	F	NA	1992	42305	6	4	4	1996	1996	Adults	2.346571427	0.719572719	0.684339483
2740	1910	F	NA	1992	42398	54	5	5	1997	1997	Adults	1.908916682	0.76542111	1.087251443
2741	1740	F	118	1992	42300	8	0	0	1992	1992	Lambs	0.756338516	0.080657202	0.346167902
2741	1740	F	487	1992	42419	70	1	1	1993	1993	Adults	0.731858921	0.637335155	1.269908899
2741	1740	F	1220	1992	42313	15	3	3	1995	1995	Adults	0.964988229	0.664629633	0.537308274
2741	1740	F	1581	1992	42305	6	4	4	1996	1996	Adults	0.274200629	1.057257426	0.416282924
2747	2145	F	113	1992	42300	8	0	0	1992	1992	Lambs	0.108170054	0.020562054	0.054809361
2747	2145	F	478	1992	42419	70	1	1	1993	1993	Adults	1.050912615	0.112506694	0.218694051
2747	2145	F	849	1992	42671	51	2	2	1994	1994	Adults	1.477489611	0.156662177	0.360798206
2747	2145	F	1214	1992	42313	15	3	3	1995	1995	Adults	1.142634124	0.226003577	0.552343824
2747	2145	F	1576	1992	42305	6	4	4	1996	1996	Adults	1.505305623	0.354615409	0.530090107
2747	2145	F	1941	1992	42398	54	5	5	1997	1997	Adults	1.453597828	0.295621863	0.542337646
2747	2145	F	2303	1992	42347	30	6	6	1998	1998	Adults	1.730332982	0.275743422	0.458965981
2748	1166	M	479	1992	42419	70	1	1	1993	1993	Adults	1.700434606	0.211291487	0.592447836
2749	2236	F	120	1992	42300	8	0	0	1992	1992	Lambs	0.474254015	0.213079033	0.607895946
2749	2236	F	488	1992	42419	70	1	1	1993	1993	Adults	0.830789043	0.749183519	0.638167114
2749	2236	F	856	1992	42671	51	2	2	1994	1994	Adults	0.391863745	0.444151196	0.48879927
2749	2236	F	1584	1992	42305	6	4	4	1996	1996	Adults	0.456124219	0.70266575	0.505144145
2749	2236	F	1949	1992	42398	54	5	5	1997	1997	Adults	0.583035588	0.488185155	0.533328302
2750	1736	F	113	1992	42300	8	0	0	1992	1992	Lambs	0.458127461	0.057054051	0.072586113
2750	1736	F	481	1992	42419	70	1	1	1993	1993	Adults	1.767745507	0.317980308	0.309523198
2750	1736	F	1215	1992	42313	15	3	3	1995	1995	Adults	2.047389051	0.317408843	0.269550158
2750	1736	F	1577	1992	42305	6	4	4	1996	1996	Adults	1.909501175	1.423678224	0.354300027
2750	1736	F	1938	1992	42398	54	5	5	1997	1997	Adults	1.735994798	0.472176366	0.385395737
2750	1736	F	2666	1992	42403	55	7	7	1999	1999	Adults	1.940288213	0.330287625	0.298132098
2751	2138	F	119	1992	42300	9	0	0	1992	1992	Lambs	0.726146362	0.029540841	0.408142558
2751	2138	F	488	1992	42419	70	1	1	1993	1993	Adults	2.197053988	0.2401576	0.974911485
2751	2138	F	1223	1992	42313	15	3	3	1995	1995	Adults	1.986447363	0.350732465	0.61314244
2751	2138	F	1584	1992	42305	6	4	4	1996	1996	Adults	1.956065676	0.202598316	0.711710444
2751	2138	F	2313	1992	42347	30	6	6	1998	1998	Adults	2.291460425	0.536594419	0.926167635
2751	2138	F	2681	1992	42403	55	7	7	1999	1999	Adults	2.023059851	0.597918021	0.825761237
2751	2138	F	4143	1992	42424	73	11	11	2003	2003	Adults	1.80672987	0.654898764	0.766948848
2752	1951	M	99	1992	42300	9	0	0	1992	1992	Lambs	0.428037873	0.013128765	0.095210868
2752	1951	M	466	1992	42419	70	1	1	1993	1993	Adults	1.156251821	0.46840502	0.400911071
2752	1951	M	836	1992	42671	51	2	2	1994	1994	Adults	1.260545511	0.477756994	0.367206346
2753	1303	M	486	1992	42419	70	1	1	1993	1993	Adults	1.225469226	0.494040644	0.834823975
2755	1896	F	481	1992	42419	70	1	1	1993	1993	Adults	1.906449085	0.456719795	0.89001824
2755	1896	F	846	1992	42396	49	2	2	1994	1994	Adults	1.55904317	0.391051165	0.866967718
2755	1896	F	1217	1992	42313	15	3	3	1995	1995	Adults	1.410795876	0.29443872	0.699010131
2755	1896	F	2305	1992	42347	30	6	6	1998	1998	Adults	1.8824288	0.871105159	0.95807341
2755	1896	F	2669	1992	42403	55	7	7	1999	1999	Adults	1.778541104	0.831151941	0.748857595
2755	1896	F	3396	1992	42346	28	9	9	2001	2001	Adults	1.814268885	1.22210223	0.903124535
2756	1178	M	480	1992	42419	70	1	1	1993	1993	Adults	1.480754787	0.100251467	1.093093739
2756	1178	M	850	1992	42671	51	2	2	1994	1994	Adults	2.005658521	0.262155634	0.812434052
2758	492	F	122	1992	42300	9	0	0	1992	1992	Lambs	0.268463696	0.052077462	0.299034381
2758	492	F	487	1992	42419	70	1	1	1993	1993	Adults	1.308975003	0.58214687	0.704458717
2758	492	F	858	1992	42671	51	2	2	1994	1994	Adults	0.763045896	0.462811131	0.762753611
2758	492	F	1220	1992	42313	15	3	3	1995	1995	Adults	1.35288479	0.582479285	0.319952391
2758	492	F	1585	1992	42305	6	4	4	1996	1996	Adults	1.040223955	0.846814292	0.409003007
2758	492	F	2312	1992	42347	30	6	6	1998	1998	Adults	0.289249271	0.244610979	0.10581603
2758	492	F	2675	1992	42403	55	7	7	1999	1999	Adults	0.414573065	0.573443591	0.273280473
2758	492	F	3039	1992	42410	62	8	8	2000	2000	Adults	0.681433783	0.774006592	0.445992553
